mountain,site,spp,point,avg_light,soil_pH,som,soil_P,soil_K,soil_Ca,soil_Mg,soil_Zn,soil_B,soil_Mn,soil_Cu,soil_Fe,soil_Al,soil_Na,soil_S,Ex_acid,CEC,PRISM_vpdmin,PRISM_vpdmax,PRISM_tmin,PRISM_tmax,PRISM_tmean,PRISM_ppt,amf_col,emf_col
ABE,H,ACSA,11,17.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,0.054,NA
ABE,H,ACSA,12,14.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,0.1095,NA
ABE,H,ACSA,13,19.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,ACSA,14,17.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,ACSA,15,14.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,0.0702,NA
ABE,H,ACSA,1,19.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,ACSA,2,17.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,0.571,NA
ABE,H,ACSA,3,14.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,0.5747,NA
ABE,H,ACSA,4,19.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,ACSA,5,14.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,ACSA,6,19.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,0.2785,NA
ABE,H,ACSA,7,17.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,ACSA,8,14.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,0.2574,NA
ABE,H,ACSA,9,14.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,0.2008,NA
ABE,H,ACSA,10,17.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,0.164,NA
ABE,H,ACSA,11,NA,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,0.0897,NA
ABE,H,ACSA,12,NA,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,0.0763,NA
ABE,H,ACSA,13,NA,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,0.228,NA
ABE,H,ACSA,14,13.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,0.1007,NA
ABE,H,FAGR,15,17.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,FAGR,11,21.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,FAGR,12,11,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,42.86
ABE,H,FAGR,13,9,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,FAGR,14,17.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,FAGR,15,21.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,45
ABE,H,FAGR,1,9,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,FAGR,2,17.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,FAGR,3,21.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,34.62
ABE,H,FAGR,4,9,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,44.39
ABE,H,FAGR,5,17.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,FAGR,6,21.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,FAGR,7,11,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,FAGR,8,17.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,FAGR,9,21.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,FAGR,10,17.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,49.21
ABE,H,FAGR,11,21.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,FAGR,12,11,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,FAGR,13,21.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,FAGR,14,11,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,44.4
ABE,H,FAGR,15,11,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,FAGR,1,11,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,FAGR,2,11,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,56.92
ABE,H,FAGR,3,17.5,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,NA
ABE,H,FAGR,4,NA,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,29.61
ABE,H,FAGR,5,NA,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,37.6
ABE,H,FAGR,6,NA,3.716666667,55.68333333,2.85,65.66666667,211,33.33333333,3.95,0.166666667,15.93333333,0.65,28.53333333,161.3333333,9.333333333,32.66666667,20.57666667,1.503333333,0.650438564,5.758484295,-1.717798557,8.718383108,3.502621446,1496.848581,NA,49.39
ABE,L,ACSA,1,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.4615,NA
ABE,L,ACSA,2,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.4037,NA
ABE,L,ACSA,3,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.5434,NA
ABE,L,ACSA,4,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.5423,NA
ABE,L,ACSA,5,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.6222,NA
ABE,L,ACSA,6,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.6397,NA
ABE,L,ACSA,7,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.7075,NA
ABE,L,ACSA,8,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.3471,NA
ABE,L,ACSA,9,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.3706,NA
ABE,L,ACSA,10,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.5594,NA
ABE,L,ACSA,11,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.625,NA
ABE,L,ACSA,12,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.4952,NA
ABE,L,ACSA,13,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.6332,NA
ABE,L,ACSA,14,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.5765,NA
ABE,L,ACSA,15,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.5884,NA
ABE,L,ACSA,1,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.6176,NA
ABE,L,ACSA,2,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.5243,NA
ABE,L,ACSA,3,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.43,NA
ABE,L,ACSA,4,5.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,NA,NA
ABE,L,ACSA,5,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.6682,NA
ABE,L,ACSA,6,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.4229,NA
ABE,L,ACSA,7,5.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.5182,NA
ABE,L,ACSA,8,3.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.4965,NA
ABE,L,ACSA,9,5.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,0.5319,NA
ABE,L,FAGR,10,4.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,NA,NA
ABE,L,FAGR,11,6,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,NA,NA
ABE,L,FAGR,12,7.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,NA,50
ABE,L,FAGR,13,7.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,NA,40.39
ABE,L,FAGR,14,4.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,NA,41.78
ABE,L,FAGR,15,7,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,NA,NA
ABE,L,FAGR,11,7,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,NA,NA
ABE,L,FAGR,12,7,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,NA,55.56
ABE,L,FAGR,13,7,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,NA,47.65
ABE,L,FAGR,14,7,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,NA,NA
ABE,L,FAGR,15,7,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,NA,49.43
ABE,L,FAGR,1,4.5,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,NA,46.67
ABE,L,FAGR,2,6,4.77,11.76066667,2.183333333,97.33333333,590.3333333,77.66666667,4.066666667,0.283333333,84.63333333,0.266666667,44.36666667,162.6666667,6.333333333,24,8.07,3.85,0.634486854,7.098054273,-1.220005717,10.40415709,4.59301281,1334.278599,NA,NA
